timestamp,red,ir
243688556.0,80587.06067471905,104457.01432366874
243708556.0,80590.12941628843,104487.31035494787
243728556.0,80599.16949950626,104535.42360367138
243748556.0,80620.07681672758,104590.1575015993
243768556.0,80639.45504756641,104659.8364160093
243788556.0,80666.27594618806,104729.60640928679
243808556.0,80687.6328746072,104802.17527857175
243828556.0,80706.85010283955,104885.74827951955
243848556.0,80726.4088744913,104961.12937920878
243869556.0,80739.84911499274,105031.0354988499
243889556.0,80758.83296116791,105106.97904540139
243909556.0,80780.42836804889,105180.89341787297
243929556.0,80800.7017483066,105248.65432562731
243949556.0,80817.94492667381,105329.96461038996
243969556.0,80843.18928964536,105375.02480831539
243989556.0,80831.16677818574,105221.37792756848
244009556.0,80729.78126316486,104820.20216360744
244029556.0,80594.03188961413,104359.44648094507
244049556.0,80489.94482219,104041.03469015079
244070556.0,80437.80193129822,103914.47642316714
244090556.0,80430.87161875961,103931.58818734117
244110556.0,80452.75323950751,104033.2559729039
244130556.0,80486.98387459113,104164.05230229793
244150556.0,80528.48216844628,104294.82547686885
244170556.0,80576.81194201019,104425.69445187614
244190556.0,80612.88836100198,104548.33844410707
244210556.0,80642.64976945677,104670.252239072
244230556.0,80673.1370101017,104764.04780201864
244251556.0,80683.82103303555,104797.75973275534
244271556.0,80689.72482330885,104805.8411627645
244291556.0,80694.38872051265,104815.25982701321
244311556.0,80694.44049393595,104850.34297953913
244331556.0,80718.18671748115,104908.76491991963
244351556.0,80739.62266630924,104962.87208451811
244371556.0,80750.25802353649,105021.33054989937
244391556.0,80774.44395008478,105084.66825091954
244411556.0,80793.85194357221,105144.13425062601
244432556.0,80803.90948756697,105197.82496496757
244452556.0,80812.32080310432,105254.35868030865
244472556.0,80826.34038080066,105312.0872404414
244492556.0,80840.0614117188,105359.81263982561
244512556.0,80856.63866218702,105416.63020575784
244532556.0,80880.56830085983,105468.85498279911
244552556.0,80894.17857301429,105522.05073930754
244572556.0,80911.38166411899,105569.4140959029
244592556.0,80892.91391237284,105428.40118233932
244612556.0,80791.84231343992,105009.21050858912
244633556.0,80646.53607039836,104510.16956450912
244653556.0,80515.34709609946,104135.59600492193
244673556.0,80457.56928702175,103960.4868253146
244693556.0,80454.48157796764,103964.94036501713
244713556.0,80472.91657406485,104056.27252214844
244733556.0,80517.00529910847,104158.16768544374
244753556.0,80547.85731405616,104244.50895943395
244773556.0,80569.9493324463,104342.94027422598
244793556.0,80601.48543256536,104458.14401959302
244814556.0,80623.48588539675,104539.98954761808
244834556.0,80637.85805248556,104581.00401177925
244854556.0,80639.92462318407,104589.26978382992
